country,year,Energy_HighTech,Energy_RnD,Energy_Patents,Openness_Top10Income_INV,Openness_HumanCapital,Cohesion_Gini_INV,Cohesion_Homicide_INV,Demography_Fertility,Hard_Population,Hard_GDP_USD,Hard_Military_Pct,Geo_Freshwater,Geo_ArableLand,Hard_EnergyVulnerability_INV,Openness_RegQuality,Cohesion_GovEffectiveness
CZE,2014,,1.94392,910.0,22.1,,25.9,0.77016509724927,1.53,10525347.0,210911285077.683,0.959115722257081,13.15,2489000.0,,,
CZE,2015,,1.906,880.0,22.1,,25.9,0.836150868791633,1.57,10546059.0,189107698561.919,0.941202924537164,13.15,2490000.0,,,
CZE,2016,,1.65411,792.0,21.9,,25.4,0.617169777139044,1.63,10566332.0,198160659303.939,0.986634400365061,13.15,2491000.0,,,
CZE,2017,,1.74513,794.0,21.4,,24.9,0.626106269301682,1.69,10594438.0,221563575696.217,0.943984411925526,13.15,2496000.0,,,
CZE,2018,,1.87652,678.0,21.5,,25.0,0.626106269301682,1.71,10629928.0,251992360762.236,1.07552668819544,13.15,2484000.0,,,
CZE,2019,,1.89547,765.0,21.5,,25.3,0.862160849844266,1.71,10671870.0,256794209028.77,1.13323967641325,13.15,2484472.0,,,
CZE,2020,,1.94537,673.0,22.5,,26.2,0.729848861096918,1.74,10697858.0,251109660602.536,1.295406324775,13.15,2484154.0,,,
CZE,2021,,1.93302,541.0,22.2,,26.2,0.44631485186264,1.83,10505772.0,290972714482.313,1.35325325729994,13.15,2475335.0,,,
CZE,2022,,1.89089,541.0,21.8,,25.9,0.81512474266184,1.64,10672118.0,301831228325.556,1.32690210545667,13.15,2479316.0,,,
CZE,2023,,1.83369,541.0,21.5,,25.7,0.767827757917044,1.46,10864042.0,345059295659.911,1.47176821017418,13.15,2524276.0,,,
CZE,2024,,1.83369,541.0,21.5,,25.7,0.767827757917044,1.36,10905028.0,347034062928.479,1.91680849222604,13.15,2524276.0,,,
HUN,2000,,0.78999,810.0,22.8,,27.2,2.01165790099003,1.32,10210971.0,47275954428.9586,1.51420984744636,6.0,4602000.0,,,
HUN,2001,,0.91225,919.0,22.1,,26.9,2.49835492180838,1.31,10187576.0,53800068065.7969,1.57074717283351,6.0,4606000.0,,,
HUN,2002,,0.98314,842.0,22.2,,26.8,2.00227539364808,1.3,10158608.0,67636468625.0428,1.5956687712714,6.0,4606000.0,,,
HUN,2003,,0.91985,756.0,24.6,,30.9,2.25542422106006,1.27,10129552.0,85190469121.074,1.64521118628476,6.0,4597000.0,,,
HUN,2004,,0.86077,748.0,24.2,,29.9,2.07222219853654,1.28,10107146.0,104015363080.271,1.47344940256568,6.0,4598000.0,,,
HUN,2005,,0.92043,705.0,28.1,,34.7,1.62929455718258,1.31,10087065.0,113098237570.929,1.4112437788596,6.0,4601000.0,,,
HUN,2006,,0.97835,718.0,22.8,,28.3,1.7313531031967,1.34,10071370.0,115604111412.139,1.21974188828371,6.0,4597000.0,,,
HUN,2007,,0.95488,689.0,22.3,,27.9,1.53476927609169,1.32,10055780.0,140123326896.329,1.2677875208247,6.0,4592000.0,,,
HUN,2008,,0.97817,683.0,22.1,,27.5,1.8069900965961,1.35,10038188.0,158228265915.534,1.18049340457337,6.0,4585000.0,,,
HUN,2009,,1.13027,757.0,21.5,,27.0,1.38980848439085,1.32,10022650.0,130807441076.16,1.12823884115794,6.0,4585000.0,,,
HUN,2010,,1.13102,649.0,23.1,,29.4,1.38288629112252,1.25,10000023.0,131898737241.166,1.02413363369774,6.0,4392000.0,,,
HUN,2011,,1.18116,662.0,23.2,,29.2,1.45777335776427,1.23,9971727.0,141712804953.868,1.03876980779352,6.0,4395000.0,,,
HUN,2012,,1.25758,692.0,23.9,,30.8,1.2504256741433,1.34,9920362.0,128470269689.958,1.0292472545828,6.0,4397000.0,,,
HUN,2013,,1.38449,642.0,24.4,,31.5,1.55723130947025,1.36,9872734.0,135646053778.582,0.943669886878651,6.0,4316000.0,,,
HUN,2014,,1.3437,546.0,24.0,,30.9,1.48030354739537,1.45,9833038.0,141128696412.321,0.857233093600132,6.0,4322000.0,,,
HUN,2015,,1.33884,569.0,23.8,,30.4,2.24611505942905,1.46,9797755.0,125244126623.289,0.904216708106145,6.0,4324000.0,,,
HUN,2016,,1.17645,616.0,23.8,,30.3,2.05901168254688,1.55,9759755.0,128983560865.293,0.999116487545317,6.0,4323000.0,,,
HUN,2017,,1.31498,496.0,23.9,,30.6,1.63505483999481,1.56,9726756.0,143335098991.862,1.19169678184034,6.0,4323000.0,,,
HUN,2018,,1.50196,407.0,23.9,,30.6,0.879849987623273,1.57,9706964.0,161184691013.835,1.00220452852258,6.0,4324000.0,,,
HUN,2019,,1.46473,427.0,23.9,,30.6,0.66527835015882,1.58,9694824.0,164936682033.992,1.32782522734016,6.0,4317000.0,,,
HUN,2020,,1.58067,428.0,23.9,,30.6,0.820558561392627,1.61,9670419.0,158468487754.196,1.74628152413286,6.0,4025969.5,,,
HUN,2021,,1.63327,433.0,23.9,,30.6,0.772570691377117,1.63,9630932.0,183282685440.486,1.31520993597457,6.0,4139704.4,,,
HUN,2022,,1.39056,433.0,23.9,,30.6,0.970642654757226,1.57,9605074.0,177002580544.155,1.83314817173654,6.0,4157671.0,,,
HUN,2023,,1.37748,433.0,23.9,,30.6,0.722657964901225,1.55,9592186.0,213240316634.648,2.04951096796972,6.0,4144147.0,,,
HUN,2024,,1.37748,433.0,23.9,,30.6,0.722657964901225,1.41,9562065.0,222722738925.641,2.15630980446665,6.0,4144147.0,,,
SVK,2000,,0.63865,236.0,,,,2.39776996241077,1.3,5388720.0,29215726004.7765,1.65370432455852,12.6,1528000.0,,,
SVK,2001,,0.62571,246.0,,,,2.19353809701647,1.2,5378867.0,30726659550.9717,1.84333774482959,12.6,1442000.0,,,
SVK,2002,,0.564,259.0,,,,2.25003777181177,1.19,5376912.0,35243658398.7546,1.77638869541757,12.6,1410000.0,,,
SVK,2003,,0.56511,210.0,,,,2.5482701895541,1.2,5373374.0,46616149116.7411,1.84975289310525,12.6,1413000.0,,,
SVK,2004,,0.50263,215.0,22.1,,27.1,2.00891418467334,1.25,5372280.0,57215475076.2986,1.65576883362586,12.6,1393000.0,,,
SVK,2005,,0.49537,155.0,24.9,,29.3,1.72968710332277,1.27,5372807.0,62547753148.4638,1.68609625574848,12.6,1391000.0,,,
SVK,2006,,0.47498,193.0,21.8,,25.8,1.5250576267202,1.25,5373054.0,70751813442.9881,1.594347802785,12.6,1378000.0,,,
SVK,2007,,0.44734,239.0,20.8,,24.7,1.52501423191635,1.27,5374622.0,86587749517.9724,1.47798320217802,12.6,1377000.0,,,
SVK,2008,,0.4616,167.0,21.4,,26.0,1.59877437213017,1.34,5379233.0,100830060552.902,1.46010645649302,12.6,1382000.0,,,
SVK,2009,,0.47302,176.0,21.8,,27.2,1.44844846564276,1.44,5386406.0,89342984697.5246,1.51744260464589,12.6,1382000.0,,,
SVK,2010,,0.60583,234.0,21.9,,27.3,1.65063908479667,1.43,5391428.0,91112160800.7668,1.24987774042242,12.6,1392000.0,,,
SVK,2011,,0.65398,224.0,21.0,,26.5,1.77840071202719,1.45,5398384.0,99705104723.4341,1.06939130819127,12.6,1391200.0,,,
SVK,2012,,0.79377,168.0,20.5,,26.1,1.38763718875067,1.34,5407579.0,94724394278.052,1.0769371641209,12.6,1392300.0,,,
SVK,2013,,0.8184,184.0,22.2,,28.1,1.44166216994369,1.34,5413393.0,99134277850.3418,0.976653153261356,12.6,1361600.0,,,
SVK,2014,,0.87462,211.0,20.3,,26.1,1.32958329289954,1.37,5418649.0,101713075598.862,0.982206647396956,12.6,1359200.0,,,
SVK,2015,,1.15366,228.0,20.9,,26.5,0.885563434200239,1.4,5423801.0,89178548717.3324,1.10604733307789,12.6,1350000.0,,,
SVK,2016,,0.78513,220.0,19.9,,25.2,1.10553043442371,1.48,5430798.0,90347173228.6356,1.11122582751499,12.6,1347000.0,,,
SVK,2017,,0.88153,183.0,18.4,,23.2,1.47175143295698,1.52,5439232.0,95978130734.9766,1.10051309804795,12.6,1343000.0,,,
SVK,2018,,0.83184,217.0,19.6,,25.0,1.23088635575335,1.54,5446771.0,106611673364.837,1.21627211246117,12.6,1348000.0,,,
SVK,2019,,0.82138,206.0,18.8,,23.2,1.39433538407656,1.57,5454147.0,105843498304.094,1.702848063096,12.6,1349000.0,,,
SVK,2020,,0.88944,206.0,19.0,,24.2,1.15489878274585,1.59,5458827.0,107732602896.441,1.9041442947824,12.6,1346000.0,,,
SVK,2021,,0.90093,146.0,19.1,,24.1,1.0105169087957,1.63,5447247.0,120511265913.343,1.71243604796751,12.6,1326000.0,,,
SVK,2022,,0.97686,146.0,18.2,,24.1,0.767376066253057,1.57,5431752.0,115792972358.209,1.80127696639016,12.6,1323000.0,,,
SVK,2023,,1.03359,146.0,18.8,,23.8,1.12358440823663,1.49,5426740.0,133578518423.544,1.83861085562872,12.6,1307000.0,,,
SVK,2024,,1.03359,146.0,18.8,,23.8,1.12358440823663,1.46,5422069.0,140934076532.375,2.01078152849676,12.6,1307000.0,,,
LTU,2000,,0.58422,66.0,24.7,,31.7,10.5702145067909,1.39,3499536.0,11550695727.2335,1.21549030890811,15.46,2878000.0,,,
LTU,2001,,0.66634,68.0,24.9,,32.0,10.1641115299608,1.29,3470818.0,12260761329.3051,1.36102583365379,15.46,1631000.0,,,
LTU,2002,,0.65651,85.0,24.9,,31.9,8.50742461528947,1.23,3443067.0,14282292664.6004,1.27093846223477,15.46,1639000.0,,,
LTU,2003,,0.66316,64.0,27.9,,35.5,8.50742461528947,1.26,3415213.0,18809197969.5431,1.12083381901602,15.46,1525000.0,,,
LTU,2004,,0.74758,70.0,27.9,,37.0,10.1578494263184,1.27,3377075.0,22743164431.1972,1.19104062508646,15.46,1616400.0,,,
LTU,2005,,0.74799,68.0,27.2,,35.3,11.1971869776715,1.29,3322528.0,26105207115.3129,1.16311841256451,15.46,1906500.0,,,
LTU,2006,,0.79381,65.0,26.8,,34.4,8.80785660809442,1.33,3269909.0,30116192746.8942,1.16779179996757,15.46,1878800.0,,,
LTU,2007,,0.80111,62.0,26.8,,34.8,8.57220488869441,1.36,3231294.0,39729151614.6689,1.112731351206,15.46,1835600.0,,,
LTU,2008,,0.78876,87.0,27.6,,35.7,9.31692408317012,1.45,3198231.0,47831254207.5223,1.13081118398085,15.46,1861500.0,,,
LTU,2009,,0.82848,91.0,27.6,,37.2,7.96648008664495,1.5,3162916.0,37494380038.9213,1.07973512828669,15.46,2053700.0,,,
LTU,2010,,0.79379,108.0,24.8,,33.6,7.06971693208504,1.5,3097282.0,36638128534.0643,0.890423906680536,15.46,2127400.0,,,
LTU,2011,,0.90998,93.0,24.5,,32.5,6.96681994220841,1.55,3028115.0,43186501862.7907,0.797082443059276,15.46,2185700.0,,,
LTU,2012,,0.8976,109.0,26.8,,35.1,6.75962941837572,1.6,2989139.0,42709372066.8627,0.769173393857888,15.46,2260500.0,,,
LTU,2013,,0.95322,117.0,26.9,,35.3,6.69289628495243,1.59,2961250.0,46303660422.0434,0.766528272772994,15.46,2290500.0,,,
LTU,2014,,1.03495,123.0,28.9,,37.7,5.42076007920446,1.57,2937253.0,48306546656.9281,0.883731669079507,15.46,2350200.0,,,
LTU,2015,,1.04077,101.0,28.6,,37.4,5.91926942449559,1.63,2911109.0,41540954817.2039,1.13486085095513,15.46,2171900.0,,,
LTU,2016,,0.84391,95.0,29.5,,38.4,5.33266506558917,1.63,2877325.0,42970749245.0336,1.48013833220254,15.46,2142800.0,,,
LTU,2017,,0.8963,81.0,28.4,,37.3,3.53442753319048,1.57,2842639.0,47756764508.446,1.71214117320754,15.46,2103700.0,,,
LTU,2018,,0.92781,81.0,27.1,,35.7,3.28280899974951,1.53,2819200.0,54261795148.5372,1.94787932963701,15.46,2115000.0,,,
LTU,2019,,0.98701,90.0,27.5,,35.3,3.36307869103253,1.43,2811089.0,55122066225.796,1.98419011931355,15.46,2211900.0,,,
LTU,2020,,1.12379,95.0,28.5,,36.0,3.6126075712028,1.36,2810369.0,57412038533.2718,2.04915558023028,15.46,2249400.0,,,
LTU,2021,,1.10044,81.0,29.1,,36.7,2.57650105788629,1.36,2808380.0,67037321008.9679,1.94955292042791,15.46,2279000.0,,,
LTU,2022,,1.05289,81.0,28.7,,36.6,2.37848472418186,1.27,2831639.0,71033884499.7824,2.44457587877222,15.46,2292400.0,,,
LTU,2023,,1.04977,81.0,27.3,,36.0,2.62779952622526,1.18,2871585.0,79789877416.1681,2.71300052887971,15.46,2303000.0,,,
LTU,2024,,1.04977,81.0,27.3,,36.0,2.62779952622526,1.11,2888278.0,84869215513.3648,3.11817486440289,15.46,2303000.0,,,
LVA,2000,,0.4459,98.0,,,,10.0493494840736,1.25,2367550.0,7761252607.18424,0.901766970575075,16.94,970000.0,,,
LVA,2001,,0.41106,117.0,,,,9.36577455169373,1.22,2337170.0,8190888739.6463,1.06180323433191,16.94,958000.0,,,
LVA,2002,,0.42203,150.0,27.5,,35.1,9.25865435409853,1.26,2310173.0,9249030241.01864,1.59179944261207,16.94,973000.0,,,
LVA,2003,,0.37616,91.0,28.5,,36.5,9.25865435409853,1.32,2287955.0,11244337719.8377,1.68220334950968,16.94,957000.0,,,
LVA,2004,,0.41593,108.0,28.5,,36.4,9.25865435409853,1.29,2263122.0,13827070378.5612,1.65869012027526,16.94,1009000.0,,,
LVA,2005,,0.54958,112.0,30.0,,39.0,9.25865435409853,1.39,2238799.0,16306935905.4138,1.67142105821102,16.94,1092000.0,,,
LVA,2006,,0.68285,114.0,26.8,,35.6,9.25865435409853,1.46,2218357.0,20434922247.3037,1.79995995043083,16.94,1205000.0,,,
LVA,2007,,0.58167,139.0,28.3,,37.5,9.25865435409853,1.54,2200325.0,29420499247.7089,1.63649936606571,16.94,1188000.0,,,
LVA,2008,,0.60627,206.0,27.7,,37.2,9.25865435409853,1.58,2177322.0,34135200994.0067,1.7043587604961,16.94,1170000.0,,,
LVA,2009,,0.46114,240.0,26.9,,35.9,9.25865435409853,1.46,2141669.0,25691530442.035,1.41593498753712,16.94,1168000.0,,,
LVA,2010,,0.6183,178.0,26.2,,35.0,9.25865435409853,1.36,2097555.0,23468324572.3343,1.10611728003503,16.94,1173000.0,,,
LVA,2011,,0.73982,173.0,27.3,,35.8,9.25865435409853,1.33,2059709.0,26575547900.8247,1.1073762662641,16.94,1158000.0,,,
LVA,2012,,0.68884,193.0,26.6,,35.2,3.44042305407829,1.44,2034319.0,27116149948.6683,0.942934638140067,16.94,1178000.0,,,
LVA,2013,,0.63536,225.0,26.8,,35.5,2.48384260386188,1.52,2012647.0,29152128167.8438,0.972846248892055,16.94,1208000.0,,,
LVA,2014,,0.71433,103.0,26.7,,35.1,3.20938906771761,1.65,1993782.0,30277203767.4058,0.978038880665435,16.94,1209000.0,,,
LVA,2015,,0.641,136.0,26.2,,34.2,3.38748763187818,1.7,1977527.0,26344565876.8902,1.07352247572393,16.94,1229800.0,,,
LVA,2016,,0.45065,95.0,25.8,,34.3,3.52065424981236,1.74,1959537.0,27117105059.5075,1.50174457900413,16.94,1288000.0,,,
LVA,2017,,0.53004,90.0,26.9,,35.6,4.16968239374774,1.69,1942248.0,29391059767.4259,1.65275736814609,16.94,1290000.0,,,
LVA,2018,,0.66138,86.0,26.9,,35.1,4.35777769938389,1.6,1927174.0,33247935477.3576,2.13473002218592,16.94,1295000.0,,,
LVA,2019,,0.6602,82.0,26.6,,34.5,3.39556267869149,1.61,1913822.0,33099503950.847,2.09016802211357,16.94,1319000.0,,,
LVA,2020,,0.75663,93.0,27.5,,35.7,3.68203328189884,1.55,1900449.0,33379927434.6149,2.22759521686375,16.94,1334000.0,,,
LVA,2021,,0.77085,104.0,26.2,,34.3,3.02293132059141,1.57,1884490.0,38183326784.9335,2.15577987505149,16.94,1362000.0,,,
LVA,2022,,0.8122,104.0,25.8,,33.7,3.56181584561495,1.47,1879383.0,38003198508.9107,2.25461931057619,16.94,1357000.0,,,
LVA,2023,,0.8236,104.0,26.2,,34.0,2.49681788529087,1.36,1883710.0,42779550936.838,2.97016956920808,16.94,1360000.0,,,
LVA,2024,,0.8236,104.0,26.2,,34.0,2.49681788529087,1.24,1866124.0,43684254432.3609,3.25799154535171,16.94,1360000.0,,,
EST,2000,,0.6,13.0,27.6,,35.8,10.2362424543503,1.36,1396985.0,5686579747.53524,1.37613232122576,12.71,843000.0,,,
EST,2001,,0.69889,18.0,27.9,,36.0,9.86909758628527,1.32,1388115.0,6250218422.70164,1.50097699373087,12.71,677000.0,,,
EST,2002,,0.71182,19.0,27.3,,35.8,10.2940696734533,1.36,1379350.0,7370119619.4782,1.65626054354887,12.71,613600.0,,,
EST,2003,,0.76445,18.0,28.4,,37.2,10.2940696734533,1.37,1370720.0,9876595528.45528,1.73550917444736,12.71,545000.0,,,
EST,2004,,0.84566,27.0,25.9,,33.6,10.2940696734533,1.47,1362550.0,12148595031.0559,1.68718221150394,12.71,519300.0,,,
EST,2005,,0.91687,23.0,26.1,,33.4,10.2940696734533,1.52,1354775.0,14109491356.7964,1.44977185113693,12.71,591800.0,,,
EST,2006,,1.11259,36.0,26.8,,33.7,10.2940696734533,1.58,1346810.0,17025671810.3124,1.38733380120574,12.71,559100.0,,,
EST,2007,,1.05869,44.0,24.0,,31.2,7.16041454324946,1.69,1340680.0,22450264166.4385,1.65723646617002,12.71,599300.0,,,
EST,2008,,1.25182,62.0,24.9,,31.9,6.43195514982716,1.72,1337090.0,24342935403.5447,1.76710636308365,12.71,597800.0,,,
EST,2009,,1.39673,76.0,24.4,,31.4,5.24529824578493,1.7,1334515.0,19633984440.1223,1.79897241682054,12.71,596400.0,,,
EST,2010,,1.57892,84.0,24.3,,32.0,5.25743203736382,1.72,1331475.0,19524355419.038,1.70034915217706,12.71,645000.0,,,
EST,2011,,2.29632,62.0,24.7,,32.5,4.89694750660617,1.61,1327439.0,23303915794.7569,1.67245488569073,12.71,632400.0,,,
EST,2012,,2.10485,20.0,25.2,,32.9,4.76328730334428,1.56,1322696.0,23237406116.3988,1.87984897526434,12.71,620500.0,,,
EST,2013,,1.70141,25.0,26.6,,35.1,3.94561276314676,1.52,1317997.0,25451032780.7573,1.88381591331462,12.71,638000.0,,,
EST,2014,,1.40794,44.0,26.3,,34.6,3.11917057450557,1.54,1314545.0,27055689003.0038,1.89535477779564,12.71,654000.0,,,
EST,2015,,1.44125,30.0,24.4,,32.7,3.42315697228612,1.58,1315407.0,23311847750.9394,1.98944501754528,12.71,675000.0,,,
EST,2016,,1.21835,29.0,23.1,,31.2,2.50788654321279,1.6,1315790.0,24561027787.7896,2.02803563355143,12.71,696000.0,,,
EST,2017,,1.25152,37.0,22.5,,30.4,2.2012646645026,1.59,1317384.0,27469461919.1189,1.96988670547821,12.71,679000.0,,,
EST,2018,,1.38298,24.0,22.4,,30.3,2.11805990251629,1.67,1321977.0,31222632740.7247,1.97061311743188,12.71,683000.0,,,
EST,2019,,1.59093,31.0,23.3,,30.8,1.95957029638124,1.66,1326898.0,31873748770.0313,1.99845018670744,12.71,690000.0,,,
EST,2020,,1.72614,21.0,23.5,,30.7,3.1586796568621,1.58,1329522.0,31820771493.8974,2.26136428332919,12.71,694000.0,,,
EST,2021,,1.75152,25.0,24.3,,31.8,1.95231911106406,1.61,1330932.0,37201101170.5847,2.01231933389152,12.71,700000.0,,,
EST,2022,,1.76094,25.0,24.4,,32.3,1.48138107676406,1.41,1348840.0,38226641740.29,2.13485210963824,12.71,707000.0,,,
EST,2023,,1.83878,25.0,23.7,,30.7,1.53599045052794,1.31,1370286.0,41470344395.1086,2.99572297522503,12.71,711000.0,,,
EST,2024,,1.83878,25.0,23.7,,30.7,1.53599045052794,1.18,1372341.0,43130419829.35,3.37400221824601,12.71,711000.0,,,
GRC,2000,,,306.0,26.0,,34.4,,1.25,10805808.0,125760166224.805,3.59479870587568,58.0,2741000.0,,,
GRC,2001,,0.57753,385.0,26.0,,34.4,1.21735690880249,1.25,10862132.0,132050474720.03,3.35627566229104,58.0,2720000.0,,,
GRC,2002,,0.57753,376.0,27.1,,35.5,0.863154597737589,1.28,10902022.0,150253800085.865,3.16565671755075,58.0,2717000.0,,,
GRC,2003,,0.56163,393.0,24.6,,32.8,0.863154597737589,1.29,10928070.0,196930509813.384,2.56278132746133,58.0,2712000.0,,,
GRC,2004,,0.54073,379.0,25.5,,33.6,1.01394257823949,1.31,10955141.0,234979615898.225,2.67202808458836,58.0,2629000.0,,,
GRC,2005,,0.59224,462.0,26.3,,34.6,1.20203980691416,1.34,10987314.0,242315668619.405,2.90167987543818,58.0,2639000.0,,,
GRC,2006,,0.57051,532.0,26.7,,35.1,0.99853818548455,1.4,11020362.0,269073415333.676,2.82969288184235,58.0,2584000.0,,,
GRC,2007,,0.58513,575.0,26.0,,34.0,1.17692468944918,1.41,11048473.0,314226996944.108,2.71917513817491,58.0,2567000.0,,,
GRC,2008,,0.67086,628.0,26.0,,33.6,1.30000599447209,1.5,11077841.0,351121399546.485,3.02372412926418,58.0,2556000.0,,,
GRC,2009,,0.63414,698.0,26.0,,33.6,1.36837464729468,1.5,11107017.0,326829054686.306,3.26904009456305,58.0,2547000.0,,,
GRC,2010,,0.60491,728.0,25.6,,34.1,1.58206940071031,1.48,11121341.0,296417644404.034,2.75678087939637,58.0,2567000.0,,,
GRC,2011,,0.6837,722.0,25.6,,34.8,1.65633803374762,1.4,11104899.0,283228079776.041,2.52021146748907,58.0,2552000.0,,,
GRC,2012,,0.71953,628.0,26.6,,36.3,1.50249393628294,1.34,11045011.0,238841140018.233,2.47639628901893,58.0,2540000.0,,,
GRC,2013,,0.82288,698.0,26.4,,36.1,1.39502562128674,1.29,10965211.0,236556279640.705,2.39130807647224,58.0,2510000.0,,,
GRC,2014,,0.84553,651.0,26.1,,35.8,0.982267185579143,1.3,10892413.0,233911581521.062,2.36784026258467,58.0,2224000.0,,,
GRC,2015,,0.9716,550.0,26.2,,36.0,0.859447721666469,1.33,10820883.0,194567373678.099,2.47743424261411,58.0,2171000.0,,,
GRC,2016,,1.00556,606.0,25.9,,35.0,0.779545903374914,1.38,10775971.0,193097239005.87,2.57279833754101,58.0,2140000.0,,,
GRC,2017,,1.1492,498.0,25.9,,34.4,0.799737128265793,1.35,10754679.0,200381103984.298,2.556623889921,58.0,2142887.4,,,
GRC,2018,,1.2066,430.0,24.9,,32.9,0.922574259889262,1.35,10732882.0,213298873494.394,2.70054108209766,58.0,2141294.7,,,
GRC,2019,,1.26236,356.0,24.9,,33.1,0.727708640014711,1.34,10721582.0,207305649887.019,2.59648367110305,58.0,2128308.6,,,
GRC,2020,,1.48872,400.0,25.2,,33.6,0.72901495405944,1.39,10698599.0,191362985554.861,3.02310765728834,58.0,1803660.2,,,
GRC,2021,,1.43353,394.0,24.8,,32.9,0.841244735958326,1.43,10569207.0,218303801895.326,3.80247367841764,58.0,1812429.9,,,
GRC,2022,,1.47714,394.0,25.7,,33.4,1.12365161805833,1.32,10436882.0,217990189600.69,4.00035246143373,58.0,1861153.1,,,
GRC,2023,,1.4943,394.0,26.0,,33.4,0.839605274224601,1.26,10407351.0,242946187738.269,2.88325472633445,58.0,1861153.1,,,
GRC,2024,,1.4943,394.0,26.0,,33.4,0.839605274224601,1.24,10405134.0,256238371778.118,3.12797536550149,58.0,1861153.1,,,
SRB,2000,,0.80171,,,,,2.96311487314067,1.48,7516346.0,7326373882.11044,4.60092009205706,,,,,
SRB,2001,,0.28973,,,,,3.17567065132744,1.58,7503433.0,13599378661.9952,3.6330301730712,,,,,
SRB,2002,,0.6108,,26.2,,32.7,2.62579425352805,1.57,7500031.0,17930583571.3055,3.7841026418813,,,,,
SRB,2003,,0.46825,,26.0,,32.8,2.31855480790214,1.59,7480591.0,23593044417.5086,3.09653595251624,,,,,
SRB,2004,,0.28194,473.0,27.9,,35.5,2.16763741135982,1.57,7463157.0,26845632341.8075,2.75341642219387,,,,,
SRB,2005,,0.38621,372.0,28.7,,36.5,1.94982632618366,1.45,7440769.0,28334256180.8801,2.22169563091897,,,,,
SRB,2006,,0.42907,432.0,23.8,,29.7,2.07684499553911,1.43,7411569.0,33298057361.7412,2.11742898352372,8.407,2595700.0,,,
SRB,2007,,0.55664,395.0,23.2,,28.7,2.28518309996179,1.38,7381579.0,44888028946.0854,2.16443130635595,8.407,2616800.0,,,
SRB,2008,,0.64463,386.0,22.5,,27.6,1.87811591167972,1.4,7350222.0,54220641201.6474,2.05019989253683,8.407,2660500.0,,,
SRB,2009,,0.78609,319.0,22.5,,28.0,2.07397700915681,1.44,7320807.0,46955984409.7271,2.07489736839956,8.407,2613700.0,,,
SRB,2010,,0.67458,290.0,23.0,,29.0,1.78478121117552,1.4,7291436.0,43536629233.1424,2.00369125521031,8.407,2654300.0,,,
SRB,2011,,0.65677,180.0,23.0,,29.0,1.75156114676202,1.4,7236519.0,51251098408.0924,1.92573079525961,8.407,2639500.0,,,
SRB,2012,,0.81922,192.0,28.6,,39.9,1.50178377781355,1.45,7201497.0,45103269969.4112,1.91798161392813,8.407,2562100.0,,,
SRB,2013,,0.65574,201.0,28.2,,39.4,1.91034319590384,1.43,7166553.0,50455529604.0696,1.84757469294627,8.407,2590300.0,,,
SRB,2014,,0.69287,202.0,28.6,,40.4,1.63272026762776,1.46,7131787.0,49114321280.3466,1.8702430512257,8.407,2605700.0,,,
SRB,2015,,0.77867,178.0,29.2,,40.5,1.39329072000109,1.46,7095383.0,41297410634.9586,1.69548003219134,8.407,2591000.0,,,
SRB,2016,,0.80779,192.0,27.3,,38.8,1.62782274638115,1.46,7058322.0,42225495909.5633,1.85741974312422,8.407,2598000.0,,,
SRB,2017,,0.83834,171.0,25.5,,36.1,1.21580435389435,1.49,7020858.0,45972834713.8077,1.75424084910469,8.407,2595000.0,,,
SRB,2018,,0.88154,163.0,25.4,,35.0,1.49572244747486,1.49,6982604.0,52787520248.9242,2.01722347053086,8.407,2583000.0,,,
SRB,2019,,0.84798,168.0,26.0,,34.5,1.26325112750546,1.52,6945235.0,53864693664.5568,2.18222737795041,8.407,2579000.0,,,
SRB,2020,,0.86478,138.0,27.1,,35.0,1.21601456438015,1.48,6899126.0,55874017668.998,2.29536613396667,8.407,2604000.0,,,
SRB,2021,,0.94784,138.0,25.9,,33.1,1.1264836301447,1.52,6834326.0,66159884072.5308,2.72904089938996,8.407,2615000.0,,,
SRB,2022,,0.91938,138.0,24.7,,32.8,1.08964325742373,1.59,6664449.0,66809895701.2152,2.17267406821898,8.407,2600000.0,,,
SRB,2023,,0.87816,138.0,24.7,,32.8,1.31400205013848,1.62,6623183.0,81343999280.0179,2.20807318692135,8.407,2603000.0,,,
SRB,2024,,0.93978,138.0,24.7,,32.8,1.31400205013848,1.64,6586476.0,90097765959.1114,2.59513983105714,8.407,2603000.0,,,
BGR,2000,,0.49517,231.0,,,,4.14973052687391,1.26,8170172.0,13245990274.4581,2.65245576158903,21.0,3526000.0,,,
BGR,2001,,0.44709,283.0,24.9,,32.7,3.8847432008165,1.21,8009142.0,14183446025.7389,2.86251954387639,21.0,3467000.0,,,
BGR,2002,,0.46473,289.0,24.9,,32.7,3.2434732256055,1.23,7837161.0,16403043849.8297,2.77967655484011,21.0,3355000.0,,,
BGR,2003,,0.47222,278.0,23.6,,28.9,3.16487749649733,1.26,7775327.0,21144957990.4681,2.69120147161229,21.0,3323000.0,,,
BGR,2004,,0.47086,263.0,23.6,,28.9,3.14861867259915,1.33,7716860.0,26157743368.8716,2.3737116819405,21.0,3313000.0,,,
BGR,2005,,0.44269,261.0,23.6,,28.9,2.58607823120566,1.37,7658972.0,29868657858.0082,2.23535026726367,21.0,3173000.0,,,
